ผลคะแนนการเลือกตั้งสมาชิกสภาผู้แทนราษฎร แบบแบ่งเขตเลือกตั้ง เมื่อวันที่ 24 มีนาคม 2562,,,,,
จำแนกตามเขตเลือกตั้ง,,,,,
,,,,,
จังหวัด,เขต,หมายเลข,ชื่อผู้สมัคร,พรรค,ผลคะแนน
,,24,ว่าที่ ร้อยตรีหญิง ปิยะนุช  คงแดง,พลังชาติไทย,138
,,14,นางสมทรง  ปานช่วย,พลังไทยรักไทย,98
,,25,นางอัยรีน  เส็นติหย๊ะ,ประชาธรรมไทย,91
,,27,นายสนิท  จันทร์โสด,พลเมืองไทย,86
,,16,นายหวันอาบีดีน  ปะดุกา,ประชาภิวัฒน์,84
,,21,นางนลินนาถ  นพสุวรรณ,ครูไทยเพื่อประชาชน,80
,,17,นายอัษฎางค์  ดวงเอี่ยม,ประชาชนปฏิรูป,57
,,20,นายศราวุฒิ  ศรเดช,คลองไทย,48
,,22,ร้อยตำรวจตรี สมมาศ  ประสิทธิ์นุ้ย,ประชานิยม,35
,,28,นายอมัด  อุสมัน,มหาชน,13
,2,3,นายวรศิษฎ์  เลียงประสิทธิ์,ภูมิใจไทย,"51,376"
,,12,นายฮอชาลี  ม่าเหร็ม,ประชาธิปัตย์,"13,082"
,,1,นายฟารูก  พีรูซอะลี,เพื่อชาติ,"10,475"
,,6,นายสวาท  บินรินทร์,อนาคตใหม่,"6,065"
,,10,นายอดิศักดิ์  รุ่งเรือง,พลังประชารัฐ,"5,656"
,,18,นายสมพร  เหมรา,ประชาชาติ,"3,070"
,,11,นางศิริเพ็ญ  ฮะอุรา,เสรีรวมไทย,971
,,13,นายอานันทธ์สิทธิบูลย์  หยังสู,รวมพลังประชาชาติไทย,511
,,28,นายม่าหมัด  เมืองเล่ง,พลังสังคม,503
,,5,นายจรัล  สุวรรณรัตน์,ชาติไทยพัฒนา,485
,,21,นายพีระ  ปากบารา,เศรษฐกิจใหม่,465
,,29,นายนิคม  แก้วทอง,พลเมืองไทย,423
,,8,นายถนอม  โส๊ะตรี,พลังท้องถิ่นไท,408
,,2,นายสุทัศน์  เอี้ยวเหล็ก,ชาติพัฒนา,324
,,23,นายนิรัณน์  แอโส๊ะ,ครูไทยเพื่อประชาชน,309
,,19,นายประสิทธิ์  คงอาสา,รักษ์ผืนป่าประเทศไทย,267
,,9,นายยากาศ  บิลหมัด,เพื่อธรรม,173
,,16,ร้อยตำรวจเอก พิภพ  แก้วมณีโปรด,พลังไทยรักไทย,154
,,27,ร้อยตำรวจตรี อภิสิทธิ์  พิทักษ์วาที,พลังประชาธิปไตย,134
,,7,นายสมศักดิ์  ปะลาวัน,พลังปวงชนไทย,116
,,30,นางสุกัญญา  อาดำ,ไทรักธรรม,113
,,25,นางสาวปิยะดา  ทองนอก,พลังชาติไทย,112
,,15,นายเกียรติศักดิ์  ศรีจุ้ย,ประชานิยม,92
,,31,นางสาวรจนา  วรรณคีรี,ภาคีเครือข่ายไทย,88
,,22,นายนิรุตต์  กูลหลัง,คลองไทย,86
สตูล,2,24,นางสิรินลักษณ์รายา  คณานุรักษ์,ประชาชนปฏิรูป,41
,,14,นายวัฒนา  เสียงดัง,เพื่อแผ่นดิน,37
,,17,นายบุญโชค  คงชู,ประชาภิวัฒน์,32
,,20,นายลุกมาน  เหล็มสีฟุต,ประชากรไทย,24
,,26,นายกอเด็ด  รอโซยล๊ะ,ถิ่นกาขาวชาววิไล,21
สมุทรปราการ,1,2,นายอัครวัฒน์  อัศวเหม,พลังประชารัฐ,"34,668"
,,5,นายชนสิษฎ์  ยอดฉิม,อนาคตใหม่,"21,377"
,,3,นางสาวสุทธิรัตน์  ยังตรง,เพื่อไทย,"21,121"
,,6,นายกวีฉัฏฐ  ศีลปพิพัฒน์,ประชาธิปัตย์,"5,690"
,,26,นายชัยณรงค์  เดียวเขตวิตร์,เศรษฐกิจใหม่,"2,688"
,,12,นายสายันห์  แสงวงค์,เสรีรวมไทย,"1,980"
,,7,นายจิตติ  ยังประภากร,ภูมิใจไทย,838
,,13,นายอครพล  เทียนชัย,รวมพลังประชาชาติไทย,300
,,1,นายประวิตร  เรืองวานิช,ประชานิยม,263
,,11,นางสาวพรปวีณ์  อภิชาติโรจนสกุล,ภราดรภาพ,238
,,25,ว่าที่ ร้อยตรี สาธิต  สุวรรณน้อย,ไทยศรีวิไลย์,219
,,9,นางสาวจีรภรณ์  ฉัตรชุมสาย,ชาติไทยพัฒนา,167
,,17,นางบุญเรียง  ขุนทอง,รักษ์ผืนป่าประเทศไทย,157
,,22,นางสาวบุษกร  ศีลพิพัฒน์,พลังชาติไทย,153
,,15,นายอดิศักดิ์  โดงกูล,ทางเลือกใหม่,113
,,8,นางสาววดี  ลาภละมูล,ประชาชนปฏิรูป,98
,,4,นายไพรทูล  ยะสีดา,ประชาภิวัฒน์,92
,,21,นางสาวประทุมมา  สอรักษา,ครูไทยเพื่อประชาชน,82
,,23,นายสัญญศักดิ์  ทองสำราญพูนศรี,พลังไทสร้างชาติ,81
,,14,นางสาวศรีพรรณ  ก๋าคำ,ประชาธิปไตยใหม่,73
,,10,นางสาวพิมพ์วลัญช์  บุตตสืบ,พลังปวงชนไทย,71
,,16,นางสาวภารดี  บวรศิวมนต์,พลังธรรมใหม่,65
,,28,นางนงนุช  โยวะผุย,ไทรักธรรม,51
,,18,นายประกิจ  พิมแก้ว,พลังท้องถิ่นไท,40
,,19,นายสมสิทธิ์  สกุลไทย,เพื่อแผ่นดิน,31
,,27,นายวิทยา  ผลภิญโญ,มหาชน,27
,,24,นายตะวัน  เหล็กเพชร,ภาคีเครือข่ายไทย,9
,2,1,นายยงยุทธ  สุวรรณบุตร,พลังประชารัฐ,"35,707"
,,5,นายภิญโญ  กิจเลิศไพโรจน์,เพื่อไทย,"31,655"
,,6,นางสาวนิตยา  มีศรี,อนาคตใหม่,"30,366"
,,9,นายดุสิต  พันธุ์เสือ,ประชาธิปัตย์,"5,382"
,,13,นายพุทธชาติ  เชื้อไทย,ภูมิใจไทย,"2,978"
,,10,นายมาโนช  นุชนา,เสรีรวมไทย,"2,871"
,,27,นายอนุสรณ์  เกษรกุล,เศรษฐกิจใหม่,"2,646"
,,24,นางจุฑาทิพย์  ไขแสง,ไทยศรีวิไลย์,312
,,2,นายนิพล  ศรีภูมิ,พลังธรรมใหม่,257
,,21,นางกมลทิพย์  ยิ่งยศรุ่งฉัตร์,ครูไทยเพื่อประชาชน,231
,,8,นางสาวพรภิมล  ศรีโฉมงาม,ชาติไทยพัฒนา,211
,,4,นายสมยศ  สายทอง,ประชาชนปฏิรูป,194
,,14,นายเอกลักษณ์  ลูมิง,รวมพลังประชาชาติไทย,183
,,17,นายประทวน  ขุนทอง,รักษ์ผืนป่าประเทศไทย,179
,,18,นายชลิต  เหรียญทอง,ทางเลือกใหม่,170
สมุทรปราการ,2,3,นางสริตา  กล้าเกิดผล,พลังปวงชนไทย,167
,,16,นายธราธร  เบญจรัตนพรรณ,ประชาธิปไตยใหม่,139
,,11,นายสุพจน์  มหากิจกำพล,ประชานิยม,129
,,15,นายบุญช่วย  พรมสกุล,เพื่อชาติ,118
,,26,นายภูวดิท  มะลิสะ,พลังประชาธิปไตย,117
,,12,นางสาวณัฐญา  แก้วงาม,พลังท้องถิ่นไท,109
,,20,นายสมบัติ  น้อยหว้า,พลังชาติไทย,91
,,7,นายศิราสิทธิ์  ถินนอกธนาวัฒน์,ประชาภิวัฒน์,85
,,19,นายกิตติโชค  เมืองใจ,เพื่อแผ่นดิน,73
,,28,นายสมปอง  ทุมคำ,ไทรักธรรม,56
,,22,นายชวลิต  ทองสำราญ,พลังไทสร้างชาติ,34
,,23,นายสรณ์ชนก  ไชยกุสิน,ภาคีเครือข่ายไทย,17
,3,12,นางสาวภริม  พูลเจริญ,พลังประชารัฐ,"29,424"
,,4,นางสาวหนึ่งสตรี  ตุ่ยไชย,อนาคตใหม่,"23,235"
,,13,นายประเสริฐ  ชัยกิจเด่นนภาลัย,เพื่อไทย,"22,703"
,,9,นางสาวสรชา  วีรชาติวัฒนา,ประชาธิปัตย์,"10,121"
,,25,นายวิเศษ  พิมพา,เศรษฐกิจใหม่,"3,633"
,,14,นายสมพงษ์  สนธิภักดี,เสรีรวมไทย,"2,633"
,,1,นายชัยวิทย์  พิศาลรวิพงษ์,เพื่อชาติ,"2,569"
,,3,นายชินโชติ  แสงสังข์,ภูมิใจไทย,"2,317"
,,2,พันตำรวจเอก อนุช  เหล่าศรี,พลังประชาธิปไตย,366
,,24,นายมงคล  ไขแสง,ไทยศรีวิไลย์,234
,,6,นายณัฐพงษ์  รอบคอบ,พลังท้องถิ่นไท,218
,,17,นายสนอง  พานทอง,รักษ์ผืนป่าประเทศไทย,206
,,15,นายชัยณรงค์  ชยานุคุณลิขิต,ชาติไทยพัฒนา,203
,,21,นายนัฏทีธร  จักรแก้ว,พลังชาติไทย,179
,,11,นายเดชา  กำไรศิลป์,พลังธรรมใหม่,168
,,20,นายถนอมทรัพย์  สุขศรี,ครูไทยเพื่อประชาชน,85
,,18,นายมานพ  ศรีระพันธ์,ทางเลือกใหม่,84
,,10,นายสุชาติ  มธุรส,ประชานิยม,82
,,5,นางศุภธิดา  วิเศษชาติ,ประชาภิวัฒน์,79
,,16,นางเพ็ญพิมล  สิทธิชโลธร,ประชาธิปไตยใหม่,60
,,26,นายกรธวัช  พรมกุล,ไทรักธรรม,50
,,7,นายพศร  ตรุวิทยาคม,พลังปวงชนไทย,49
,,22,นางสาวเบญจรักษ์  เรืองรักษา,พลังไทสร้างชาติ,47
,,19,นายรัฐธรรมนูญ  กองเกิด,เพื่อแผ่นดิน,46
,,23,นางศิรประภา  เหล็กเพชร,ภาคีเครือข่ายไทย,32
,,27,นายอนุพล  อินทรภูมิ,มหาชน,31
,4,7,นายวุฒินันท์  บุญชู,อนาคตใหม่,"36,288"
,,13,นายจาตุรนต์  นกขมิ้น,พลังประชารัฐ,"35,418"
,,10,นายวรชัย  เหมะ,เพื่อไทย,"29,392"
,,9,นายปิยะ  นาคทรัพย์,ประชาธิปัตย์,"9,045"
,,20,นางสุธิดา  การะเกตุ,เศรษฐกิจใหม่,"5,733"
,,11,นายภัคเดช  วันวงษ์,เสรีรวมไทย,"3,361"
,,15,นายโสภณ  มหาบุญ,ชาติไทยพัฒนา,"1,281"
,,5,นายเกรียงศักดิ์  บุญประเสริฐ,ภูมิใจไทย,"1,156"
,,1,นายสมคิด  นิ่มละออ,พลังประชาธิปไตย,805
สมุทรปราการ,4,4,นายปราโมทย์  แปลกโฉมฉิน,พลังปวงชนไทย,487
,,12,นายนิยม  บุญเต่าน้อย,รักษ์ผืนป่าประเทศไทย,473
,,22,นายสุรเชษฐ์  หนูปุ้ย,รวมพลังประชาชาติไทย,390
,,24,นางสาวพรณิชา  จ่างแก้ว,ไทยศรีวิไลย์,247
,,3,นายประสบผล  เตียวองอาจกุล,พลังธรรมใหม่,239
,,16,นายชนัต  อภิชาติโยธิน,ประชาธิปไตยใหม่,223
,,8,นางสาวเสาวลักษณ์  ฤกษ์นาวี,ประชาชนปฏิรูป,194
,,17,นายปริญญา  สารนิเทศ,เพื่อชาติ,154
,,21,นายเสน่ห์  พึ่งทอง,พลังไทสร้างชาติ,152
,,14,นายสายัณต์  ทวีผล,พลังท้องถิ่นไท,147
,,2,นายชัยณรงค์  ชัยอาสา,ประชาภิวัฒน์,127
,,19,นายสุระไชย  บัวลา,พลังชาติไทย,106
,,27,นายเจริญ  สุกใส,ประชานิยม,88
,,18,นางสาวผกามาศ  สายสว่าง,ครูไทยเพื่อประชาชน,78
,,23,นางสาวน้ำทิพย์  ปิ่นกุล,ภาคีเครือข่ายไทย,59
,,25,นายทวี  โยวะผุย,ไทรักธรรม,31
,5,7,นายกรุงศรีวิไล  สุทินเผือก,พลังประชารัฐ,"42,117"
,,11,นางสลิลทิพย์  สุขวัฒน์,เพื่อไทย,"33,007"
,,13,นายตรัยวรรธน์  อิ่มใจ,อนาคตใหม่,"31,430"
,,12,พันตำรวจโท ประเมศฐ์  มหาศิรธนโรจน์,ประชาธิปัตย์,"6,954"
,,9,นายมานะ  บุญนาค,เสรีรวมไทย,"3,714"
,,3,นายประสาน  จ่างูเหลือม,ภูมิใจไทย,"1,015"
,,6,นายวินัย  รุ่งปราการ,พลังปวงชนไทย,537
,,8,นายณรงค์ศักดิ์  รอดบรรจบ,พลังประชาธิปไตย,501
,,14,นายสุขสันต์  อักษรชู,รวมพลังประชาชาติไทย,481
,,27,นายกาทอน  คิดโสดา,พลังไทยรักไทย,401
,,26,นางยุพินภรณ์  อยู่สะบาย,ไทยศรีวิไลย์,378
,,10,นายภัทรธนาวัฒย์  สาลีรัชตะธรรม,พลังธรรมใหม่,308
,,17,นายต่อพันธ์  เมฆทอง,รักษ์ผืนป่าประเทศไทย,259
,,15,นางพนิธพิชา  บางแสงอ่อน,ชาติไทยพัฒนา,228
,,4,นายธนาพล  ชัยสิทธิโยธิน,ประชาชนปฏิรูป,152
,,24,นายวิจิตร  จัดณรงค์,พลังไทสร้างชาติ,146
,,2,นายวินิตย์  ไชยสรรกิจ,ประชานิยม,144
,,5,นายประสิทธิ์  อนุเคราะห์,ประชาภิวัฒน์,132
,,22,นายสมโชค  แป้นปั้น,พลังชาติไทย,131
,,25,นางสมหมาย  เหล็กเพชร,ภาคีเครือข่ายไทย,124
,,16,นายศรีพงษ์  ไชยสุวรรณ,ประชาธิปไตยใหม่,122
,,20,นายธวัชชัย  แย้มละม้าย,เพื่อชาติ,103
,,23,นางกัญจิรา  ปิ่นทอง,ครูไทยเพื่อประชาชน,102
,,28,นายถาวร  ประทุมทอง,ไทรักธรรม,74
,,19,นางวิมลนันท์  ปรีชากุลเศรษฐ์,เพื่อแผ่นดิน,58
,,18,นายนพรุจ  ชาวไทยทวี,ภราดรภาพ,47
,6,8,นายฐาปกรณ์  กุลเจริญ,พลังประชารัฐ,"27,806"
,,3,นางนฤมล  ธารดำรงค์,เพื่อไทย,"22,349"
,,7,นายธวัชชวิน  โกพัฒน์ตา,อนาคตใหม่,"20,177"
,,11,นางสาวเรวดี  รัศมิทัต,ภูมิใจไทย,"19,489"
,,5,นายประจักษ์  ตันติรัศมี,ประชาธิปัตย์,"4,609"
สมุทรปราการ,6,4,นายพงษ์กฤต  มิตรประชาปราณี,เสรีรวมไทย,"2,065"
,,2,นายนาวี  แสงวิมาน,ชาติพัฒนา,272
,,1,นายทรงวุฒิ  ศรีดาวเรือง,พลังธรรมใหม่,265
,,10,นางสาวศิรินุช  คีตะนิธินันท์,เพื่อชาติ,254
,,21,นายกวี  จันทร์คง,รวมพลังประชาชาติไทย,252
,,9,นายธนกฤต  แพโชติรัตนะกุล,ชาติไทยพัฒนา,223
,,15,นายชัยรัตน์  กล่ำแสง,รักษ์ผืนป่าประเทศไทย,218
,,12,นางมิ่งขวัญ  นาคบัลลังค์,ประชานิยม,149
,,6,นายสิรวิทย์  ฉ่ำตุ๋ย,พลังท้องถิ่นไท,147
,,13,นายเชาว์  คล้ายเจริญ,ประชาชนปฏิรูป,102
,,17,นางสุรีรัตน์  แสนซิว,ทางเลือกใหม่,92
,,18,นางชุติกาญจน์  ศรทอง,ประชาธิปไตยใหม่,68
,,20,นายธนภณ  ชัยธนกุลกร,ครูไทยเพื่อประชาชน,62
,,19,นายโสฬส  ภิรมย์เดโช,พลังชาติไทย,49
,,23,นางพีรพร  เฟื่องฟู,ภาคีเครือข่ายไทย,48
,,22,ว่าที่ ร้อยเอก กนก  กล่ำดิษฐ,พลังไทสร้างชาติ,41
,,14,นายภูมินริศร์  ปทุมพงศ์โสธร,ประชาภิวัฒน์,33
,,16,นายปฐวี  ธนาคม,พลังปวงชนไทย,29
,7,1,นางสาวไพลิน  เทียนสุวรรณ,พลังประชารัฐ,"27,875"
,,3,นางนันทวรรณ  ประสพดี,เพื่อไทย,"27,648"
,,13,นายคณินทร์  อธิศักดิ์ชานนท์,อนาคตใหม่,"19,679"
,,7,นายสมยศ  ประกอบผล,ประชาธิปัตย์,"6,131"
,,18,นายหนึ่งสกล  ธเนศตระกูล,ภูมิใจไทย,"3,748"
,,25,นายอาคม  สิงห์ทอง,เศรษฐกิจใหม่,"2,217"
,,10,นายวิชัยยุตม์  โอบนิธิสุรดิษ,เสรีรวมไทย,"1,805"
,,2,นายเถลิงยศ  บุตุคำ,เพื่อชาติ,478
,,5,นางสาววิมลรัตน์  บุญบำรุงศิลปหรรษา,ทางเลือกใหม่,254
,,17,นายสุรพล  ร้อยแก้ว,รักษ์ผืนป่าประเทศไทย,231
,,21,นางปภัสรินทร์  จิระเจริญรุจน์,ครูไทยเพื่อประชาชน,206
,,6,นายจำนงค์  แสงวิมาน,ชาติพัฒนา,204
,,4,นาวาตรี สาธิต  เทศกิจ ร.น.,ประชาชนปฏิรูป,196
,,11,นายเทพณรงค์  จันทร์คง,รวมพลังประชาชาติไทย,144
,,15,นายสุพจน์  กล้าหาญ,ชาติไทยพัฒนา,127
,,8,นางสาวน้ำค้าง  ศรทอง,ประชาภิวัฒน์,87
,,12,นายจรัญ  แสงวัฒน์,พลังท้องถิ่นไท,85
,,23,นายธัชกร  ดัชญาลักษณ์,พลังปวงชนไทย,75
,,20,นายธนวัฒน์  ขุนพระเดิม,พลังชาติไทย,63
,,9,นายเดชะ  เรืองเกษม,ประชานิยม,57
,,16,นายอ่อนสี  โมฆรัตน์,พลังธรรมใหม่,57
,,14,นางพรนิภา  บุญศักดิ์เฉลิม,ประชาธิปไตยใหม่,55
,,27,นายสมภพ  จั่นซื่อ,ประชาไทย,46
,,22,นายสุรศักดิ์  เทศงามถ้วน,พลังไทสร้างชาติ,39
,,19,นายเกียรติศักดิ์  เทียนไสย,เพื่อแผ่นดิน,32
,,24,นางสุบิน  ขาเมระนิยะ,ภาคีเครือข่ายไทย,18
,,26,นายนรสิงห์  แปกระโทก,ไทรักธรรม,16
สมุทรสงคราม,1,12,นางสาวรังสิมา  รอดรัศมี,ประชาธิปัตย์,"26,719"
,,5,นางสาวสุกานดา  ปานะสุทธะ,พลังประชารัฐ,"21,868"
สมุทรสงคราม,1,8,นายดิเรกฤทธิ์  เล็กสกุล,อนาคตใหม่,"17,268"
,,14,นายประกอบ  แสงจันทร์,เพื่อไทย,"12,641"
,,10,นายสมชาย  ตันประเสริฐ,ภูมิใจไทย,"11,951"
,,4,นางสาววาณิชา  โกวิทานนท์,ชาติไทยพัฒนา,"6,270"
,,1,นายธนธัส  ขุนนุช,เพื่อชาติ,"5,592"
,,7,นายณรงค์  เวชการ,เสรีรวมไทย,"2,498"
,,21,พันตำรวจเอก บันดล  วงศ์ระรื่น,เศรษฐกิจใหม่,"2,300"
,,2,นายสุเทพ  เจริญจวง,พลเมืองไทย,846
,,17,นายสุรศักดิ์  สายแจ้ง,พลังชาติไทย,478
,,13,นายอำพร  ทองนุช,ประชาธรรมไทย,451
,,24,นายนันท์ธพัท  เตชศรีวิโรจน์,พลังไทยดี,424
,,11,นายวีระ  วิจิตรโชติ,ประชานิยม,371
,,25,นายฐณโชค  ตันเอี่ยม,พลังประชาธิปไตย,356
,,9,นาวาโทหญิง ลำเจียก  วงษ์ไทย ร.น.,ทางเลือกใหม่,339
,,27,นายอดิศักดิ์  คุ้มแสง,ไทรักธรรม,334
,,18,นายสุวรรณ  จิตอนงค์,รักษ์ผืนป่าประเทศไทย,237
,,19,นางสาวณฤทัย  พันธุ์ปรีชา,รวมพลังประชาชาติไทย,203
,,20,นายนนทพันธ์  เมฆฉาย,ประชาธิปไตยใหม่,182
,,15,นายณัฐพงษ์  พุ่มเทียน,พลังไทยรักชาติ,165
,,3,นางประไพพักตร์  พิทักษ์,ประชาภิวัฒน์,152
,,22,นาวาตรี ประยงค์  รอดระวังภัย ร.น.,ประชาชนปฏิรูป,151
,,16,นางสาวอารียา  เฮงสกุล,ครูไทยเพื่อประชาชน,140
,,23,นายวิศิษศักดิ์  ศรีสมบัติ,ประชากรไทย,106
,,26,นายวันชัย  ปัญญะสังข์,ประชาไทย,45
สมุทรสาคร,1,1,นายทองแดง  เบ็ญจะปัก,อนาคตใหม่,"29,912"
,,13,นายอัคคเดช  สุวรรณชัย,พลังประชารัฐ,"25,644"
,,11,นายอนุสรณ์  ไกรวัตนุสสรณ์,ชาติไทยพัฒนา,"20,546"
,,12,นายกุลวัชร  หงษ์คู,ประชาธิปัตย์,"16,073"
,,6,นายบรรพต  อินคชสาร,เสรีรวมไทย,"3,758"
,,7,นางสาวณฐมน  ขุนนุช,เพื่อชาติ,"2,557"
,,9,นายอภิชัย  เตชะนิธิสวัสดิ์,ภูมิใจไทย,"1,162"
,,5,นายสนธิญา  สวัสดี,รวมพลังประชาชาติไทย,626
,,2,นายนิมิตร  ทิพย์จรูญ,รักษ์ผืนป่าประเทศไทย,369
,,14,นางสาวปาริชาติ  อินธิแสง,ไทยศรีวิไลย์,297
,,10,นางจุรีสิณฑ์  เจริญวดี,พลังธรรมใหม่,259
,,23,นางสาวกนกคัคนางค  พงศ์สถาพร,กลาง,179
,,21,นายยุทธศิลป์  มณีไพโรจน์,ครูไทยเพื่อประชาชน,175
,,17,ว่าที่ ร้อยตำรวจเอก ธานี  ฤาชัย,ประชานิยม,132
,,4,นางสาวกาลดาว  รักษาธิกรณ์,ประชาภิวัฒน์,124
,,16,นางสาวกรรณิการ์  ปวงกิจจา,พลังไทยรักชาติ,124
,,8,นางสาวณัทณิชชา  ปรีณาภานนท์,พลเมืองไทย,119
,,18,นางแพน  โพธิ์ย้อย,เครือข่ายชาวนาแห่งประเทศไทย,116
,,15,นายภราดร  หมุยจินดา,พลังท้องถิ่นไท,102
,,25,นายกฤษดา  สว่างใจ,ภราดรภาพ,102
,,20,นางชลัยรัตน์  เกรียงไกรลิบ,ประชาชนปฏิรูป,84
,,19,นายดาบตำรวจ ปริญญา  ศรีภักดี,พลังชาติไทย,74
,,26,นายไพศาล  เกศจรัสวรรณ,ไทรักธรรม,67
สมุทรสาคร,1,22,นางสาวหทัยชนก  เจริญรัตน์,ไทยรุ่งเรือง,61
,,24,นายณรงค์รัชช์  เครือวัลย์,พลังสังคม,28
,2,14,นายสมัคร  ป้องวงษ์,อนาคตใหม่,"36,738"
,,13,นายมาโนช  เอี่ยมประเสริฐ,พลังประชารัฐ,"16,758"
,,2,นายอภิชาต  โพธิ์ถนอม,ชาติไทยพัฒนา,"14,997"
,,11,นายสมชัย  ศรีสุทธิยากร,ประชาธิปัตย์,"10,652"
,,8,นายธานี  ฉ่ำคร้าม,เพื่อชาติ,"5,719"
,,7,นายณัฑฐภณ  ฉิมอินทร์,เสรีรวมไทย,"4,082"
,,9,นายกันต์กวี  ทับสุวรรณ,รวมพลังประชาชาติไทย,"1,463"
,,10,นางอมรทิพย์  ศรีกลั่น,ภูมิใจไทย,"1,129"
,,5,นายสรยุทธ  ปลื้มถนอม,พลเมืองไทย,750
,,6,นายสมศักดิ์  รัตนศรีอำไพพงศ์,พลังท้องถิ่นไท,746
,,1,นายทิวา  ขำศิริ,ไทยศรีวิไลย์,725
,,17,นายนรินทร์  ป้อมน้อย,พลังชาติไทย,429
,,15,ร้อยตำรวจตรี ทวี  เมืองน้อย,ประชานิยม,426
,,3,นายณัฐภัทร์  พูลสวัสดิ์,รักษ์ผืนป่าประเทศไทย,321
,,4,นายกชอินทร์  เจริญกิจเวชสกุล,ประชาภิวัฒน์,212
,,23,นางสาวมานิตา  เกิดโพธิ์ชา,ภราดรภาพ,140
,,22,นางสาคร  หม่องคะ,ไทรักธรรม,134
,,21,นายภูมินทร์  ศรีศักดา,พลังสังคม,132
,,18,นายประยุทธ  สุดาแก้ว,เครือข่ายชาวนาแห่งประเทศไทย,114
,,19,นายธนพล  นาวีสาคร,ครูไทยเพื่อประชาชน,109
,,20,นางกิ่งแก้ว  สิขัณฑกสมิต,พลังไทสร้างชาติ,68
,,16,นายมรกต  เจริญรัตน์,ไทยรุ่งเรือง,59
,3,1,นางสาวจอมขวัญ  กลับบ้านเกาะ,พลังประชารัฐ,"25,323"
,,4,นายปัญญา  ชวนบุญ,ชาติไทยพัฒนา,"23,978"
,,6,นายไพฑูรย์  หิรัญการ,อนาคตใหม่,"17,336"
,,8,พันตำรวจเอก วิเลข  ศรีนิเวศน์,เพื่อไทย,"14,542"
,,10,นายนิติรัฐ  สุนทรวร,ประชาธิปัตย์,"11,856"
,,2,นายเอนก  กุลกรรณ์,เสรีรวมไทย,"2,320"
,,5,นางปรียานุช  ทรงประกอบ,เพื่อชาติ,"1,445"
,,9,นายบุญเลื่อน  คงเพ็ชร,พลเมืองไทย,"1,404"
,,13,นายบูรณะวิทย์  สิทธิศาสตร์,ภูมิใจไทย,928
,,23,นายสมชาย  เทพสุวรรณ,เครือข่ายชาวนาแห่งประเทศไทย,689
,,12,นางสาววาสนา  ทรัพย์ธำรงค์,รวมพลังประชาชาติไทย,343
,,3,พลตรี ก้องไทย  ทะสดวก,พลังธรรมใหม่,325
,,14,นายธนภณ  พรมพา,ไทยศรีวิไลย์,293
,,21,นายเมธี  ปิ่นทอง,ไทยรุ่งเรือง,289
,,7,นางสาวณิฐชานันท์  อภิธนวัชญ์,รักษ์ผืนป่าประเทศไทย,276
,,11,นางสาวณัฐจิราภา  อินหอม,ประชาภิวัฒน์,233
,,24,นายกฤษดา  รอดธานี,พลังสังคม,194
,,16,ร้อยตำรวจตรี สุมิตร  อั๋นประเสริฐ,ประชานิยม,183
,,27,นางสาวกาญจนา  เกตุใจ,ไทรักธรรม,168
,,22,นางสาวสาวิตรี  สธนกุล,ครูไทยเพื่อประชาชน,122
,,20,นายนาวี  เทียนมณี,พลังชาติไทย,119
,,17,นางสาวพรพรรณ  สมบูรณ์,พลังไทยรักชาติ,97
,,18,นางสาวพรนภา  อ้นลำพูน,ประชาไทย,95
สมุทรสาคร,3,19,นายพีรภาส  พิศอาด,ประชาชนปฏิรูป,93
,,15,นายจำลอง  หมุยจินดา,พลังท้องถิ่นไท,85
,,25,นายสุทิน  เพิ่มพูล,ภาคีเครือข่ายไทย,57
,,26,นายเอกชัย  แหยมอุบล,ภราดรภาพ,42
สระแก้ว,1,1,นายฐานิสร์  เทียนทอง,พลังประชารัฐ,"63,099"
,,10,นายสนธิเดช  เทียนทอง,เพื่อไทย,"19,097"
,,6,นายปิยพจน์  ตุลาชม,อนาคตใหม่,"12,013"
,,4,นายอาทิติ  งามวงษ์,ประชาธิปัตย์,"2,754"
,,14,นายบุญสิน  จันทะสอน,เศรษฐกิจใหม่,638
,,21,นางสาววิมลศิริ  พ่อค้า,พลังชาติไทย,606
,,13,นายสุระพง  ธรรมวรางกูร,ภูมิใจไทย,505
,,9,นายบรรเจิด  พัฒโนทัย,เพื่อชาติ,477
,,3,นายมานะ  ล่าโสตร์,รวมพลังประชาชาติไทย,287
,,12,นายภัทรพล  มานะสร้าง,พลังท้องถิ่นไท,230
,,2,นายประสิทธิ์  ดวงแก้ว,ประชาชนปฏิรูป,210
,,5,นางทองใบ  ท่ามะณี,รักษ์ผืนป่าประเทศไทย,181
,,11,นายสุด  เจริญดง,ประชาธิปไตยใหม่,167
,,17,นายภวินท์ชาติ  รัตนธรรม,กรีน,128
,,15,นายวัชระศักดิ์  สมบัติ,ไทยศรีวิไลย์,116
,,20,นายพรหมนาถ  ถาวรชน,ครูไทยเพื่อประชาชน,114
,,19,นายปานจิตร  วรรณเจริญ,ประชาภิวัฒน์,48
,,23,นายสุนทร  บุญมั่น,ไทรักธรรม,42
,,16,นายคุณเดช  บุญจันทร์,เพื่อแผ่นดิน,39
,,22,นายประเทือง  พุทธสอาด,ประชาธรรมไทย,37
,,18,นางสาวภัทราพร  แสงเพ็ง,พลังปวงชนไทย,16
